Orthogroup	Ce_transcript	Ct_transcript
OG0007123	transcript_Y55B1AL.3a.1	transcript_NIC58.13749.2
OG0007124	transcript_Y55B1AR.2b.1	transcript_NIC58.13748.4
OG0007125	transcript_Y55B1AR.1.1	transcript_NIC58.13747.1
OG0007126	transcript_T19C3.3.1	transcript_NIC58.13687.1
OG0007127	transcript_T19C3.2.1	transcript_NIC58.13688.1
OG0007128	transcript_T19C3.4.1	transcript_NIC58.13689.1
OG0007129	transcript_T19C3.8.1	transcript_NIC58.13690.1
OG0007130	transcript_W06E11.4.1	transcript_NIC58.13695.1
OG0007131	transcript_W06E11.5a.1	transcript_NIC58.13694.1
OG0007132	transcript_W06E11.2.1	transcript_NIC58.13693.1
OG0007133	transcript_C09F5.2a.1	transcript_NIC58.13692.3
OG0007134	transcript_C09F5.1a.1	transcript_NIC58.13691.1
OG0007135	transcript_C09F5.3.1	transcript_NIC58.13696.2
OG0007136	transcript_W02B3.2.1	transcript_NIC58.13697.2
OG0007137	transcript_C24A1.3.1	transcript_NIC58.13699.1
OG0007138	transcript_C24A1.2a.1	transcript_NIC58.13700.1
OG0007139	transcript_C24A1.1.1	transcript_NIC58.13727.1
OG0007140	transcript_T17H7.4d.1	transcript_NIC58.13718.4
OG0007141	transcript_T17H7.1.1	transcript_NIC58.13719.1
OG0007142	transcript_T17H7.7b.1	transcript_NIC58.13721.1
OG0007143	transcript_F42G9.4.1	transcript_NIC58.13722.1
OG0007144	transcript_F42G9.9b.1	transcript_NIC58.13723.2
OG0007145	transcript_F42G9.8.1	transcript_NIC58.13724.1
OG0007146	transcript_F42G9.2.1	transcript_NIC58.13725.1
OG0007147	transcript_F42G9.6b.1	transcript_NIC58.13717.3
OG0007148	transcript_F42G9.1a.1	transcript_NIC58.13716.2
OG0007149	transcript_F42G9.7.1	transcript_NIC58.13714.1
OG0007150	transcript_B0412.3a.1	transcript_NIC58.13713.2
OG0007151	transcript_B0412.2.1	transcript_NIC58.13712.1
OG0007152	transcript_K02F3.5.1	transcript_NIC58.13711.2
OG0007153	transcript_K02F3.8.1	transcript_NIC58.13729.2
OG0007154	transcript_K02F3.9.1	transcript_NIC58.13701.2
OG0007155	transcript_K02F3.3.1	transcript_NIC58.13702.1
OG0007156	transcript_K02F3.2b.1	transcript_NIC58.13703.1
OG0007157	transcript_K02F3.10.1	transcript_NIC58.13704.1
OG0007158	transcript_K02F3.11.1	transcript_NIC58.13705.1
OG0007159	transcript_K02F3.12a.1	transcript_NIC58.13706.1
OG0007160	transcript_Y6D11A.1.1	transcript_NIC58.13707.1
OG0007161	transcript_Y6D11A.2.1	transcript_NIC58.13708.2
OG0007162	transcript_T24C4.2.1	transcript_NIC58.13709.1
OG0007163	transcript_T24C4.3.1	transcript_NIC58.13710.1
OG0007164	transcript_T24C4.1.1	transcript_NIC58.10253.1
OG0007165	transcript_T24C4.6b.1	transcript_NIC58.13738.3
OG0007166	transcript_T24C4.10.1	transcript_NIC58.13739.1
OG0007167	transcript_T24C4.7.1	transcript_NIC58.13740.1
OG0007168	transcript_F23H11.2.1	transcript_NIC58.13742.1
OG0007169	transcript_F23H11.4a.1	transcript_NIC58.13743.1
OG0007170	transcript_F23H11.9a.1	transcript_NIC58.13744.1
OG0007171	transcript_F23H11.5.1	transcript_NIC58.13745.1
OG0007172	transcript_F23H11.6.1	transcript_NIC58.13736.1
OG0007173	transcript_F23H11.7.1	transcript_NIC58.13735.1
OG0007174	transcript_F23H11.8a.1	transcript_NIC58.13734.1
OG0007176	transcript_R06B10.5.1	transcript_NIC58.13828.1
OG0007177	transcript_R06B10.4b.1	transcript_NIC58.13827.2
OG0007178	transcript_R06B10.3.1	transcript_NIC58.13834.1
OG0007179	transcript_BE0003N10.2.1	transcript_NIC58.13831.1
OG0007180	transcript_BE0003N10.1.1	transcript_NIC58.13832.1
OG0007181	transcript_BE0003N10.3a.1	transcript_NIC58.13838.1
OG0007182	transcript_Y92C3B.2a.1	transcript_NIC58.13840.6
OG0007183	transcript_F58B6.3b.1	transcript_NIC58.13842.3
OG0007184	transcript_F58B6.2.1	transcript_NIC58.13843.1
OG0007185	transcript_Y71D11A.3b.1	transcript_NIC58.14332.1
OG0007186	transcript_Y71D11A.2.1	transcript_NIC58.14340.1
OG0007187	transcript_Y71D11A.1a.1	transcript_NIC58.14338.2
OG0007188	transcript_Y119D3B.13.1	transcript_NIC58.13804.1
OG0007189	transcript_Y119D3B.15.1	transcript_NIC58.13809.1
OG0007190	transcript_Y119D3B.12a.2	transcript_NIC58.13807.2
OG0007191	transcript_Y119D3B.11.1	transcript_NIC58.13806.1
OG0007192	transcript_Y119D3B.17.2	transcript_NIC58.13825.1
OG0007193	transcript_Y82E9BR.22.1	transcript_NIC58.13871.1
OG0007194	transcript_Y82E9BR.14.1	transcript_NIC58.13870.2
OG0007195	transcript_Y82E9BR.3.1	transcript_NIC58.13869.1
OG0007196	transcript_Y82E9BR.16a.1	transcript_NIC58.13868.1
OG0007197	transcript_Y82E9BR.18.2	transcript_NIC58.14327.1
OG0007198	transcript_Y82E9BR.19.1	transcript_NIC58.14326.1
OG0007199	transcript_M01G5.6.1	transcript_NIC58.14325.1
OG0007200	transcript_M01G5.1.1	transcript_NIC58.14324.2
OG0007201	transcript_M01G5.3.1	transcript_NIC58.14346.1
OG0007202	transcript_M01G5.5.1	transcript_NIC58.14347.1
OG0007203	transcript_Y67D2.4a.1	transcript_NIC58.13874.3
OG0007204	transcript_Y67D2.5.1	transcript_NIC58.13873.1
OG0007205	transcript_Y67D2.3.1	transcript_NIC58.13872.1
OG0007206	transcript_Y67D2.7.1	transcript_NIC58.13850.1
OG0007207	transcript_Y67D2.2.1	transcript_NIC58.13851.1
OG0007208	transcript_Y67D2.1.1	transcript_NIC58.13852.1
OG0007209	transcript_Y22D7AL.7.1	transcript_NIC58.13853.1
OG0007210	transcript_Y22D7AL.8b.1	transcript_NIC58.13858.1
OG0007211	transcript_Y22D7AL.6b.1	transcript_NIC58.13861.1
OG0007212	transcript_Y22D7AL.9.1	transcript_NIC58.13862.1
OG0007213	transcript_Y22D7AL.10.1	transcript_NIC58.13863.1
OG0007214	transcript_Y22D7AL.5a.1	transcript_NIC58.13864.1
OG0007215	transcript_Y22D7AL.4.1	transcript_NIC58.13865.1
OG0007216	transcript_Y22D7AL.14.1	transcript_NIC58.13802.1
OG0007217	transcript_Y22D7AL.15.1	transcript_NIC58.13803.1
OG0007218	transcript_Y22D7AL.16.1	transcript_NIC58.19999.1
OG0007219	transcript_Y22D7AR.5.1	transcript_NIC58.14311.1
OG0007220	transcript_Y22D7AR.6.2	transcript_NIC58.14310.1
OG0007221	transcript_Y22D7AR.13.1	transcript_NIC58.14261.1
OG0007222	transcript_Y46E12A.3.1	transcript_NIC58.14262.1
OG0007223	transcript_Y46E12A.1.1	transcript_NIC58.14251.1
OG0007224	transcript_Y39A3CL.4b.1	transcript_NIC58.14288.1
OG0007225	transcript_Y39A3CL.2.1	transcript_NIC58.14282.2
OG0007226	transcript_Y39A3CL.6.1	transcript_NIC58.14276.1
OG0007227	transcript_Y39A3CL.7a.1	transcript_NIC58.14277.1
OG0007228	transcript_Y39A3CL.1a.1	transcript_NIC58.14278.1
OG0007229	transcript_Y39A3CR.6.1	transcript_NIC58.14287.2
OG0007230	transcript_Y39A3CR.4.1	transcript_NIC58.14286.1
OG0007231	transcript_Y39A3CR.3a.1	transcript_NIC58.14285.2
OG0007232	transcript_Y39A3CR.1a.1	transcript_NIC58.14283.1
OG0007233	transcript_B0524.2.1	transcript_NIC58.13844.1
OG0007234	transcript_B0524.6.1	transcript_NIC58.14341.1
OG0007235	transcript_F53A3.4b.1	transcript_NIC58.14342.3
OG0007236	transcript_F53A3.1.1	transcript_NIC58.14333.1
OG0007237	transcript_F53A3.2.1	transcript_NIC58.14334.1
OG0007238	transcript_F53A3.3a.2	transcript_NIC58.14335.1
OG0007239	transcript_F53A3.7.1	transcript_NIC58.14336.1
OG0007240	transcript_R155.1a.1	transcript_NIC58.14337.1
OG0007241	transcript_Y39A3B.7.1	transcript_NIC58.14253.1
OG0007242	transcript_Y39A3B.2b.1	transcript_NIC58.14254.1
OG0007243	transcript_Y39A3B.1b.1	transcript_NIC58.14255.2
OG0007244	transcript_Y39A3B.5b.1	transcript_NIC58.14256.2
OG0007245	transcript_M01E10.2a.1	transcript_NIC58.14260.2
OG0007246	transcript_Y48G9A.8.1	transcript_NIC58.14267.1
OG0007247	transcript_Y48G9A.11.1	transcript_NIC58.14265.2
OG0007248	transcript_Y48G9A.4b.1	transcript_NIC58.14275.1
OG0007249	transcript_Y48G9A.3.1	transcript_NIC58.14269.1
OG0007250	transcript_C39B5.6.1	transcript_NIC58.14268.1
OG0007251	transcript_C39B5.5.1	transcript_NIC58.14270.1
OG0007252	transcript_Y54F10BM.22.1	transcript_NIC58.14247.1
OG0007253	transcript_Y54F10BM.3.1	transcript_NIC58.14244.1
OG0007254	transcript_Y54F10BM.2.1	transcript_NIC58.14227.1
OG0007255	transcript_Y54F10BM.12.1	transcript_NIC58.14228.1
OG0007256	transcript_Y54F10BM.13.1	transcript_NIC58.14229.2
OG0007257	transcript_Y54F10BM.1.1	transcript_NIC58.14230.1
OG0007258	transcript_Y54F10BM.14.1	transcript_NIC58.14231.1
OG0007259	transcript_H04J21.3b.1	transcript_NIC58.14233.1
OG0007260	transcript_H14E04.2c.1	transcript_NIC58.14240.1
OG0007261	transcript_H14E04.3.1	transcript_NIC58.14239.1
OG0007262	transcript_H14E04.5.1	transcript_NIC58.14238.1
OG0007263	transcript_H14E04.1.1	transcript_NIC58.14237.1
OG0007264	transcript_W04B5.4.1	transcript_NIC58.14236.1
OG0007265	transcript_W04B5.5.1	transcript_NIC58.14235.2
OG0007266	transcript_W04B5.3b.1	transcript_NIC58.14234.2
OG0007268	transcript_E02H9.8b.1	transcript_NIC58.14194.1
OG0007269	transcript_Y54F10AL.1a.1	transcript_NIC58.14224.1
OG0007270	transcript_Y54F10AM.8.1	transcript_NIC58.15555.2
OG0007271	transcript_Y54F10AM.6.1	transcript_NIC58.15557.1
OG0007272	transcript_Y54F10AM.10.1	transcript_NIC58.15558.1
OG0007273	transcript_Y54F10AM.5.1	transcript_NIC58.15559.1
OG0007274	transcript_Y54F10AM.4a.1	transcript_NIC58.15560.2
OG0007275	transcript_Y54F10AR.2.1	transcript_NIC58.15561.1
OG0007276	transcript_Y71H2B.8.1	transcript_NIC58.14826.2
OG0007277	transcript_Y71H2B.4.1	transcript_NIC58.15579.1
OG0007278	transcript_Y71H2B.1.1	transcript_NIC58.15577.1
OG0007279	transcript_H19M22.3a.1	transcript_NIC58.15576.1
OG0007280	transcript_H19M22.2b.1	transcript_NIC58.15574.4
OG0007281	transcript_Y71H2AL.1.1	transcript_NIC58.15573.1
OG0007282	transcript_Y71H2AL.2.1	transcript_NIC58.15572.1
OG0007283	transcript_Y71H2AM.9.1	transcript_NIC58.15571.2
OG0007284	transcript_Y71H2AM.5.2	transcript_NIC58.15596.1
OG0007285	transcript_Y71H2AM.8.1	transcript_NIC58.15570.1
OG0007286	transcript_Y71H2AM.10.1	transcript_NIC58.15569.1
OG0007287	transcript_Y71H2AM.11.1	transcript_NIC58.15568.1
OG0007288	transcript_Y71H2AM.7.1	transcript_NIC58.15567.1
OG0007289	transcript_Y71H2AM.12.1	transcript_NIC58.15566.1
OG0007290	transcript_Y71H2AM.13.1	transcript_NIC58.15565.1
OG0007291	transcript_Y71H2AM.15a.1	transcript_NIC58.15601.4
OG0007292	transcript_Y71H2AM.16.1	transcript_NIC58.12957.1
OG0007293	transcript_Y71H2AM.17.1	transcript_NIC58.15600.1
OG0007294	transcript_Y71H2AM.6a.1	transcript_NIC58.15598.1
OG0007295	transcript_Y71H2AM.20a.1	transcript_NIC58.15597.2
OG0007296	transcript_Y71H2AM.3.1	transcript_NIC58.13954.1
OG0007297	transcript_Y71H2AM.23.1	transcript_NIC58.13955.1
OG0007298	transcript_Y71H2AM.2.2	transcript_NIC58.13956.2
OG0007299	transcript_Y71H2AM.1.1	transcript_NIC58.13957.1
OG0007300	transcript_Y71H2AR.1.1	transcript_NIC58.13958.1
OG0007301	transcript_Y71H2AR.3.1	transcript_NIC58.13959.1
OG0007302	transcript_H34I24.2.1	transcript_NIC58.13968.1
OG0007303	transcript_F56F11.3.1	transcript_NIC58.14135.1
OG0007304	transcript_F56F11.2.1	transcript_NIC58.13963.2
OG0007305	transcript_F56F11.1.1	transcript_NIC58.14011.1
OG0007306	transcript_T20B6.3.1	transcript_NIC58.13921.1
OG0007307	transcript_R10F2.1.1	transcript_NIC58.14013.1
OG0007308	transcript_R10F2.5.1	transcript_NIC58.14014.2
OG0007309	transcript_R10F2.6.1	transcript_NIC58.14138.2
OG0007310	transcript_H05C05.4.1	transcript_NIC58.14136.1
OG0007311	transcript_H05C05.1c.1	transcript_NIC58.14141.1
OG0007312	transcript_Y55D5A.3.1	transcript_NIC58.13965.1
OG0007313	transcript_Y55D5A.4.1	transcript_NIC58.13967.1
OG0007314	transcript_Y55D5A.5c.1	transcript_NIC58.13919.2
OG0007315	transcript_Y55D5A.6.1	transcript_NIC58.13920.1
OG0007316	transcript_H06I04.6b.1	transcript_NIC58.14115.1
OG0007317	transcript_H06I04.4a.2	transcript_NIC58.14114.1
OG0007318	transcript_H06I04.3a.1	transcript_NIC58.14113.1
OG0007319	transcript_H06I04.2a.1	transcript_NIC58.14112.1
OG0007320	transcript_H06I04.1a.1	transcript_NIC58.14111.2
OG0007321	transcript_Y53G8B.4a.1	transcript_NIC58.14116.1
OG0007322	transcript_C44B11.4.1	transcript_NIC58.14120.1
OG0007323	transcript_R148.5a.2	transcript_NIC58.14101.1
OG0007324	transcript_R148.4a.1	transcript_NIC58.14102.1
OG0007325	transcript_R148.3b.1	transcript_NIC58.14103.1
OG0007326	transcript_R148.2.1	transcript_NIC58.19586.1
OG0007327	transcript_R148.1.1	transcript_NIC58.14104.2
OG0007328	transcript_R148.7.1	transcript_NIC58.14121.1
OG0007329	transcript_R148.6.1	transcript_NIC58.14122.1
OG0007330	transcript_H09G03.2b.1	transcript_NIC58.14123.3
OG0007331	transcript_Y53G8AL.1.1	transcript_NIC58.14152.1
OG0007332	transcript_Y53G8AL.2.1	transcript_NIC58.14153.1
OG0007333	transcript_Y53G8AL.4b.1	transcript_NIC58.14154.1
OG0007334	transcript_Y53G8AM.8a.1	transcript_NIC58.14182.1
OG0007335	transcript_Y53G8AR.7a.1	transcript_NIC58.14183.1
OG0007336	transcript_Y53G8AR.8a.1	transcript_NIC58.14184.2
OG0007337	transcript_Y53G8AR.6.1	transcript_NIC58.14186.1
OG0007338	transcript_Y53G8AR.5.1	transcript_NIC58.14185.1
OG0007339	transcript_Y53G8AR.3b.1	transcript_NIC58.14187.1
OG0007340	transcript_Y53G8AR.9.1	transcript_NIC58.14188.1
OG0007341	transcript_Y53G8AR.2a.1	transcript_NIC58.14189.4
OG0007342	transcript_F45H7.2a.1	transcript_NIC58.15554.1
OG0007343	transcript_F45H7.4.2	transcript_NIC58.15553.2
OG0007344	transcript_F45H7.6b.1	transcript_NIC58.15552.1
OG0007345	transcript_C56G7.3a.1	transcript_NIC58.15550.1
OG0007346	transcript_C56G7.1.1	transcript_NIC58.15549.1
OG0007347	transcript_F59A2.1b.1	transcript_NIC58.15546.4
OG0007348	transcript_F59A2.5.1	transcript_NIC58.15545.1
OG0007349	transcript_F59A2.6a.1	transcript_NIC58.15544.6
OG0007350	transcript_K01A11.2.1	transcript_NIC58.15543.1
OG0007351	transcript_K01A11.1.1	transcript_NIC58.15542.1
OG0007352	transcript_K01A11.4a.1	transcript_NIC58.15541.1
OG0007353	transcript_C34C12.3.1	transcript_NIC58.15537.2
OG0007354	transcript_C34C12.5.1	transcript_NIC58.15535.1
OG0007355	transcript_C34C12.9.1	transcript_NIC58.15534.1
OG0007356	transcript_C34C12.6.1	transcript_NIC58.15532.1
OG0007357	transcript_C34C12.7.1	transcript_NIC58.15531.1
OG0007358	transcript_M01F1.9.1	transcript_NIC58.15529.1
OG0007359	transcript_M01F1.8a.1	transcript_NIC58.15528.2
OG0007360	transcript_M01F1.2.1	transcript_NIC58.15527.1
OG0007361	transcript_M01F1.3.1	transcript_NIC58.15526.1
OG0007362	transcript_M01F1.4a.1	transcript_NIC58.15525.1
OG0007363	transcript_M01F1.6.1	transcript_NIC58.15524.1
OG0007364	transcript_M01F1.7.1	transcript_NIC58.15502.3
OG0007365	transcript_C54C6.7.1	transcript_NIC58.15505.1
OG0007366	transcript_C54C6.11.1	transcript_NIC58.15506.1
OG0007367	transcript_C54C6.5.1	transcript_NIC58.15508.1
OG0007368	transcript_C54C6.4a.1	transcript_NIC58.15509.1
OG0007369	transcript_C48D5.1a.1	transcript_NIC58.15510.1
OG0007370	transcript_C48D5.3.1	transcript_NIC58.15511.1
OG0007371	transcript_C48D5.2a.1	transcript_NIC58.15512.2
OG0007372	transcript_C32A3.1a.1	transcript_NIC58.15513.2
OG0007373	transcript_C32A3.2.1	transcript_NIC58.15514.1
OG0007374	transcript_C32A3.3a.1	transcript_NIC58.15515.2
OG0007375	transcript_C46F11.1a.1	transcript_NIC58.15517.1
OG0007376	transcript_C46F11.3.1	transcript_NIC58.15518.2
OG0007377	transcript_C46F11.2a.1	transcript_NIC58.15519.2
OG0007378	transcript_C46F11.5b.1	transcript_NIC58.15520.1
OG0007379	transcript_C46F11.4.1	transcript_NIC58.15521.2
OG0007380	transcript_C46F11.6.1	transcript_NIC58.15501.1
OG0007381	transcript_T27D1.3.2	transcript_NIC58.15500.1
OG0007382	transcript_T27D1.1.1	transcript_NIC58.15491.1
OG0007383	transcript_C14B1.5.1	transcript_NIC58.15487.2
OG0007384	transcript_C14B1.10.1	transcript_NIC58.15486.2
OG0007385	transcript_C14B1.8.1	transcript_NIC58.15485.1
OG0007386	transcript_C14B1.9.1	transcript_NIC58.15484.2
OG0007387	transcript_F34D10.9.1	transcript_NIC58.15482.1
OG0007388	transcript_F34D10.2.1	transcript_NIC58.15480.1
OG0007389	transcript_F34D10.3.1	transcript_NIC58.15481.1
OG0007390	transcript_F34D10.5.1	transcript_NIC58.15479.2
OG0007391	transcript_F34D10.6a.1	transcript_NIC58.15478.1
OG0007392	transcript_C44F1.1.1	transcript_NIC58.15477.1
OG0007393	transcript_C44F1.5.1	transcript_NIC58.15474.3
OG0007394	transcript_T24A11.1a.1	transcript_NIC58.15473.2
OG0007395	transcript_T24A11.2.1	transcript_NIC58.15472.1
OG0007396	transcript_T24A11.3.1	transcript_NIC58.15471.2
OG0007397	transcript_R13G10.1.1	transcript_NIC58.14137.1
OG0007398	transcript_R13G10.2.1	transcript_NIC58.13883.1
OG0007399	transcript_R13G10.4.1	transcript_NIC58.168.1
OG0007401	transcript_C36A4.4.1	transcript_NIC58.13882.2
OG0007402	transcript_C36A4.9a.1	transcript_NIC58.16006.1
OG0007403	transcript_F13B10.2a.1	transcript_NIC58.16007.2
OG0007404	transcript_F13B10.1f.1	transcript_NIC58.16008.6
OG0007405	transcript_ZK1058.1.1	transcript_NIC58.16010.2
OG0007406	transcript_ZK1058.2.1	transcript_NIC58.15995.1
OG0007407	transcript_ZK1058.3.1	transcript_NIC58.15996.1
OG0007408	transcript_ZK1058.5.1	transcript_NIC58.15997.1
OG0007409	transcript_ZK1058.6.1	transcript_NIC58.15994.1
OG0007410	transcript_F37A8.4.1	transcript_NIC58.15982.1
OG0007411	transcript_F37A8.5.1	transcript_NIC58.15984.1
OG0007412	transcript_R10E9.3a.1	transcript_NIC58.15985.1
OG0007413	transcript_R10E9.1.2	transcript_NIC58.15986.3
OG0007414	transcript_Y1A5A.1.1	transcript_NIC58.15333.1
OG0007415	transcript_C36E8.2.1	transcript_NIC58.15988.2
OG0007416	transcript_C36E8.1.1	transcript_NIC58.15989.1
OG0007417	transcript_C36E8.3.1	transcript_NIC58.15990.1
OG0007418	transcript_C36E8.4.1	transcript_NIC58.15993.2
OG0007419	transcript_T02C12.2.1	transcript_NIC58.15978.1
OG0007420	transcript_T02C12.3.1	transcript_NIC58.15979.3
OG0007421	transcript_T02C12.5.1	transcript_NIC58.15980.1
OG0007422	transcript_T02C12.1.2	transcript_NIC58.15981.1
OG0007423	transcript_E03A3.2.1	transcript_NIC58.15974.1
OG0007424	transcript_E03A3.6a.1	transcript_NIC58.15973.3
OG0007425	transcript_C03C10.3.1	transcript_NIC58.15971.1
OG0007426	transcript_C03C10.7.1	transcript_NIC58.16241.1
OG0007427	transcript_C03C10.4.1	transcript_NIC58.15970.2
OG0007428	transcript_C30D11.1j.1	transcript_NIC58.15967.5
OG0007429	transcript_C16C10.12a.1	transcript_NIC58.15966.1
OG0007430	transcript_C16C10.11.1	transcript_NIC58.15965.1
OG0007431	transcript_C16C10.10.1	transcript_NIC58.15964.1
OG0007432	transcript_C16C10.9.1	transcript_NIC58.15963.1
OG0007433	transcript_C01G12.16.1	transcript_NIC58.15962.2
OG0007434	transcript_C16C10.8.1	transcript_NIC58.15938.1
OG0007435	transcript_C16C10.7a.1	transcript_NIC58.15937.2
OG0007436	transcript_C16C10.6.1	transcript_NIC58.15936.1
OG0007437	transcript_C16C10.5.1	transcript_NIC58.15935.1
OG0007438	transcript_C16C10.4.1	transcript_NIC58.15934.1
OG0007439	transcript_R74.2.1	transcript_NIC58.15955.1
OG0007440	transcript_R74.10a.1	transcript_NIC58.15956.1
OG0007441	transcript_R74.3.1	transcript_NIC58.15958.2
OG0007442	transcript_R74.5a.1	transcript_NIC58.15960.2
OG0007443	transcript_R74.6.1	transcript_NIC58.15959.1
OG0007444	transcript_R74.7.1	transcript_NIC58.15961.2
OG0007445	transcript_F43C1.1.1	transcript_NIC58.15932.1
OG0007446	transcript_F43C1.2b.1	transcript_NIC58.16439.3
OG0007447	transcript_F43C1.5.1	transcript_NIC58.16440.2
OG0007448	transcript_F43C1.4.1	transcript_NIC58.16441.2
OG0007449	transcript_F43C1.7.1	transcript_NIC58.16442.1
OG0007450	transcript_F43C1.6.1	transcript_NIC58.16443.1
OG0007451	transcript_F43C1.3.1	transcript_NIC58.16444.1
OG0007452	transcript_T08A11.1.1	transcript_NIC58.16445.2
OG0007453	transcript_T08A11.2.1	transcript_NIC58.16446.1
OG0007454	transcript_R10E4.1.2	transcript_NIC58.16426.1
OG0007455	transcript_R10E4.2q.1	transcript_NIC58.16423.2
OG0007456	transcript_R10E4.3.1	transcript_NIC58.16427.1
OG0007457	transcript_R10E4.4.1	transcript_NIC58.16428.1
OG0007458	transcript_R10E4.5d.1	transcript_NIC58.16429.3
OG0007459	transcript_R10E4.6.1	transcript_NIC58.16430.1
OG0007460	transcript_R10E4.7.1	transcript_NIC58.16431.1
OG0007461	transcript_R10E4.11a.1	transcript_NIC58.16432.1
OG0007462	transcript_R10E4.9.1	transcript_NIC58.16433.1
OG0007463	transcript_H38K22.1.1	transcript_NIC58.15024.1
OG0007464	transcript_H38K22.3.1	transcript_NIC58.15026.1
OG0007465	transcript_H38K22.5a.2	transcript_NIC58.15028.3
OG0007466	transcript_B0285.1b.1	transcript_NIC58.15029.2
OG0007467	transcript_B0285.3.1	transcript_NIC58.15030.1
OG0007468	transcript_B0285.4.1	transcript_NIC58.15031.1
OG0007469	transcript_B0285.5.2	transcript_NIC58.15032.1
OG0007470	transcript_B0285.7.1	transcript_NIC58.15033.1
OG0007471	transcript_R07E5.4.1	transcript_NIC58.15038.1
OG0007472	transcript_R07E5.6.1	transcript_NIC58.14284.1
OG0007473	transcript_R07E5.17.1	transcript_NIC58.15039.3
OG0007474	transcript_R07E5.3.1	transcript_NIC58.15040.1
OG0007475	transcript_R07E5.14.1	transcript_NIC58.15041.1
OG0007476	transcript_R07E5.1.1	transcript_NIC58.15043.3
OG0007477	transcript_R07E5.11.1	transcript_NIC58.15046.1
OG0007478	transcript_R07E5.10.2	transcript_NIC58.15047.2
OG0007479	transcript_R07E5.7.1	transcript_NIC58.15048.1
OG0007480	transcript_R07E5.8a.1	transcript_NIC58.15049.1
OG0007481	transcript_C28A5.3.1	transcript_NIC58.15051.1
OG0007482	transcript_C28A5.4b.1	transcript_NIC58.15052.1
OG0007483	transcript_F56F3.2a.1	transcript_NIC58.15053.2
OG0007484	transcript_F56F3.4.1	transcript_NIC58.16104.2
OG0007485	transcript_F56F3.1.1	transcript_NIC58.15054.1
OG0007486	transcript_F56F3.5.1	transcript_NIC58.15055.1
OG0007487	transcript_F56F3.6.1	transcript_NIC58.15056.1
OG0007488	transcript_C07G2.1a.1	transcript_NIC58.1010.1
OG0007489	transcript_C07G2.3.1	transcript_NIC58.15057.3
OG0007490	transcript_F25F2.1b.1	transcript_NIC58.15059.2
OG0007491	transcript_F25F2.2.1	transcript_NIC58.15058.2
OG0007492	transcript_M88.2.1	transcript_NIC58.15061.1
OG0007493	transcript_M88.7.1	transcript_NIC58.15062.1
OG0007494	transcript_M88.4.1	transcript_NIC58.15063.1
OG0007495	transcript_M88.5c.1	transcript_NIC58.15064.1
OG0007496	transcript_M88.6b.1	transcript_NIC58.15065.1
OG0007497	transcript_F35G12.1a.1	transcript_NIC58.15066.1
OG0007498	transcript_F35G12.2.2	transcript_NIC58.15067.1
OG0007499	transcript_F35G12.3a.1	transcript_NIC58.15068.2
OG0007500	transcript_F35G12.4c.1	transcript_NIC58.15069.1
OG0007501	transcript_F35G12.12.1	transcript_NIC58.15070.1
OG0007502	transcript_F35G12.7.1	transcript_NIC58.15071.1
OG0007503	transcript_F35G12.8.1	transcript_NIC58.15072.6
OG0007504	transcript_F35G12.9.1	transcript_NIC58.15073.2
OG0007505	transcript_F10F2.1b.1	transcript_NIC58.15075.1
OG0007506	transcript_F35G12.6.1	transcript_NIC58.15076.2
OG0007507	transcript_F10F2.3.1	transcript_NIC58.15079.1
OG0007508	transcript_F10F2.2.1	transcript_NIC58.15080.1
OG0007509	transcript_F10F2.4.1	transcript_NIC58.15081.1
OG0007510	transcript_T23F11.6.1	transcript_NIC58.15082.2
OG0007511	transcript_T23F11.1.1	transcript_NIC58.15083.2
OG0007512	transcript_T23F11.3b.1	transcript_NIC58.15084.1
OG0007513	transcript_T23F11.4.1	transcript_NIC58.15085.1
OG0007514	transcript_T04A8.4b.1	transcript_NIC58.15088.1
OG0007515	transcript_T04A8.5.1	transcript_NIC58.15089.1
OG0007516	transcript_T04A8.6.1	transcript_NIC58.15090.1
OG0007517	transcript_T04A8.8.1	transcript_NIC58.15091.3
OG0007518	transcript_T04A8.7a.1	transcript_NIC58.15092.1
OG0007519	transcript_T04A8.9.1	transcript_NIC58.15093.1
OG0007520	transcript_T04A8.10.1	transcript_NIC58.15094.1
OG0007521	transcript_T04A8.16.1	transcript_NIC58.15095.1
OG0007522	transcript_T04A8.11.1	transcript_NIC58.15096.1
OG0007523	transcript_T04A8.12.1	transcript_NIC58.15097.2
OG0007524	transcript_T04A8.18.1	transcript_NIC58.15098.1
OG0007525	transcript_T04A8.15.1	transcript_NIC58.15099.1
OG0007526	transcript_T04A8.14.1	transcript_NIC58.15100.1
OG0007527	transcript_F17C8.1.1	transcript_NIC58.15101.1
OG0007528	transcript_F17C8.3.1	transcript_NIC58.15102.1
OG0007529	transcript_F17C8.4.2	transcript_NIC58.15104.1
OG0007530	transcript_B0393.1.1	transcript_NIC58.15106.3
OG0007531	transcript_B0393.2.2	transcript_NIC58.15107.1
OG0007532	transcript_B0393.3.1	transcript_NIC58.15109.4
OG0007533	transcript_B0393.4.1	transcript_NIC58.15110.1
OG0007534	transcript_B0393.5.1	transcript_NIC58.15112.1
OG0007535	transcript_B0393.7.1	transcript_NIC58.15113.1
OG0007536	transcript_B0393.6.1	transcript_NIC58.15114.1
OG0007537	transcript_C38D4.5a.1	transcript_NIC58.15117.1
